,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
718,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,
719,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,
720,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,
724,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,
726,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,
728,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
729,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,
730,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(3), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(3), -1)","(array([2, 4]), np.int64(2), -100)",,,,,,,,,,,,
731,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(2), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(1), -1)"
733,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,,,,
734,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(3), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,
735,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,
736,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(2), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(3), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(1), -1)","(array([1, 6]), np.int64(1), -1)","(array([1, 7]), np.int64(1), -1)","(array([1, 8]), np.int64(1), -1)","(array([1, 9]), np.int64(1), -1)","(array([ 1, 10]), np.int64(3), -1)","(array([1, 9]), np.int64(1), -1)","(array([ 1, 10]), np.int64(3), -1)","(array([1, 9]), np.int64(3), -1)","(array([1, 8]), np.int64(1), -1)","(array([1, 9]), np.int64(3), -1)","(array([1, 8]), np.int64(2), -1)"
737,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(3), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(2), -1)","(array([1, 5]), np.int64(2), -1)","(array([2, 5]), np.int64(3), -1)","(array([2, 4]), np.int64(2), -100)",,,,,,,,,,,,,,
739,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(2), -1)","(array([1, 6]), np.int64(1), -1)","(array([1, 7]), np.int64(1), -1)","(array([1, 8]), np.int64(3), -1)","(array([1, 7]), np.int64(2), -1)","(array([2, 7]), np.int64(2), -100)",,,,,,,,
740,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,
741,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
742,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
743,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,
744,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(3), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(2), -1)","(array([1, 5]), np.int64(1), -1)","(array([1, 6]), np.int64(2), -1)","(array([2, 6]), np.int64(1), -1)","(array([2, 7]), np.int64(2), -100)",,,,,,,,,,,,
746,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
747,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(2), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(3), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(3), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(1), -1)"
748,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(3), -1)","(array([2, 4]), np.int64(0), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(1), -1)","(array([0, 7]), np.int64(0), -1)","(array([0, 7]), np.int64(1), -1)","(array([0, 8]), np.int64(1), -1)","(array([0, 9]), np.int64(3), -1)","(array([0, 8]), np.int64(1), -1)","(array([0, 9]), np.int64(1), -1)","(array([ 0, 10]), np.int64(1), -1)","(array([ 0, 11]), np.int64(3), -1)","(array([ 0, 10]), np.int64(3), -1)","(array([0, 9]), np.int64(1), -1)","(array([ 0, 10]), np.int64(1), -1)","(array([ 0, 11]), np.int64(1), -1)","(array([ 0, 11]), np.int64(2), -1)"
749,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,
751,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,
752,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,
753,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(3), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,,,
754,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(3), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(1), -1)","(array([2, 6]), np.int64(1), -1)","(array([2, 7]), np.int64(2), -100)",,,,,,,,,,,,,,
755,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(2), -1)","(array([1, 5]), np.int64(2), -1)","(array([2, 5]), np.int64(0), -1)","(array([1, 5]), np.int64(3), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(2), -1)","(array([2, 5]), np.int64(1), -1)","(array([2, 6]), np.int64(1), -1)","(array([2, 7]), np.int64(1), -1)","(array([2, 8]), np.int64(2), -100)",,,,,,,,,,,,
756,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(2), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(3), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(3), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(0), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(2), -100)",,,,
758,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,
759,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,,,,,
760,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,
761,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,
762,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(2), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(3), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(2), -1)","(array([1, 5]), np.int64(1), -1)","(array([1, 6]), np.int64(1), -1)","(array([1, 7]), np.int64(2), -1)","(array([2, 7]), np.int64(2), -100)",,,,,,,,,
765,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(0), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(2), -1)","(array([1, 6]), np.int64(2), -1)","(array([2, 6]), np.int64(0), -1)","(array([1, 6]), np.int64(2), -1)","(array([2, 6]), np.int64(2), -100)",,,,,
767,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(3), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(1), -1)","(array([0, 7]), np.int64(3), -1)","(array([0, 6]), np.int64(0), -1)","(array([0, 6]), np.int64(1), -1)","(array([0, 7]), np.int64(2), -1)","(array([1, 7]), np.int64(2), -1)","(array([2, 7]), np.int64(0), -1)","(array([1, 7]), np.int64(2), -1)","(array([2, 7]), np.int64(3), -1)","(array([2, 6]), np.int64(2), -100)",,,
768,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,,,,,
769,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,
771,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(3), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(1), -1)","(array([2, 6]), np.int64(3), -1)","(array([2, 5]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,
772,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
773,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,
775,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,
777,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(0), -1)"
778,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,
779,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
780,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,
